,date,close_price_usd,dow,week,rolling_3_day_average_closing_price_usd,rolling_7_day_average_closing_price_usd
603,2019-02-22,3962.0,4,2019-02-18,3941.10666666667,3870.318571428579
604,2019-02-21,3937.31,3,2019-02-18,4005.6900000000037,3887.9785714285795
605,2019-02-20,3969.74,2,2019-02-18,3956.3500000000035,3909.645714285722
606,2019-02-19,3907.79,1,2019-02-18,3938.280000000004,3923.7257142857225
607,2019-02-18,3898.6,0,2019-02-18,3925.3766666666706,3933.822857142865
608,2019-02-17,3667.58,6,2019-02-11,3824.656666666671,3922.9685714285793
609,2019-02-16,3618.41,5,2019-02-11,3728.1966666666704,3851.6328571428644
610,2019-02-15,3602.47,4,2019-02-11,3629.48666666667,3800.271428571436
611,2019-02-14,3590.56,3,2019-02-11,3603.8133333333367,3750.7357142857218
612,2019-02-13,3609.4,2,2019-02-11,3600.810000000003,3699.258571428579
613,2019-02-12,3631.46,1,2019-02-11,3610.473333333337,3659.782857142865
614,2019-02-11,3631.05,0,2019-02-11,3623.9700000000043,3621.5614285714364
615,2019-02-10,3680.06,6,2019-02-04,3647.5233333333376,3623.3442857142936
616,2019-02-09,3665.18,5,2019-02-04,3658.7633333333374,3630.025714285722
617,2019-02-08,3659.04,4,2019-02-04,3668.093333333338,3638.107142857151
618,2019-02-07,3398.4,3,2019-02-04,3574.206666666671,3610.6557142857223
619,2019-02-06,3405.37,2,2019-02-04,3487.6033333333376,3581.5085714285788
620,2019-02-05,3471.59,1,2019-02-04,3425.120000000004,3558.670000000008
621,2019-02-04,3463.22,0,2019-02-04,3446.7266666666706,3534.6942857142935
622,2019-02-03,3458.11,6,2019-01-28,3464.306666666671,3502.9871428571505
623,2019-02-02,3504.77,5,2019-01-28,3475.366666666671,3480.071428571436
624,2019-02-01,3462.07,4,2019-01-28,3474.9833333333377,3451.9328571428646
625,2019-01-31,3434.1,3,2019-01-28,3466.9800000000046,3457.0328571428645
626,2019-01-30,3458.18,2,2019-01-28,3451.4500000000044,3464.57714285715
627,2019-01-29,3411.04,1,2019-01-28,3434.4400000000046,3455.9271428571506
628,2019-01-28,3434.15,0,2019-01-28,3434.456666666671,3451.7742857142935
629,2019-01-27,3550.84,6,2019-01-21,3465.343333333338,3465.021428571436
630,2019-01-26,3565.25,5,2019-01-21,3516.746666666671,3473.661428571436
631,2019-01-25,3565.29,4,2019-01-21,3560.4600000000046,3488.4071428571506
632,2019-01-24,3569.62,3,2019-01-21,3566.720000000005,3507.7671428571507
633,2019-01-23,3552.82,2,2019-01-21,3562.5766666666714,3521.2871428571502
634,2019-01-22,3570.93,1,2019-01-21,3564.456666666671,3544.128571428579
635,2019-01-21,3526.9,0,2019-01-21,3550.216666666671,3557.378571428579
636,2019-01-20,3539.28,6,2019-01-14,3545.703333333338,3555.7271428571503
637,2019-01-19,3665.3,5,2019-01-14,3577.160000000005,3570.0200000000073
638,2019-01-18,3594.87,4,2019-01-14,3599.816666666671,3574.245714285721
639,2019-01-17,3616.21,3,2019-01-14,3625.4600000000046,3580.9014285714356
640,2019-01-16,3591.84,2,2019-01-14,3600.9733333333375,3586.475714285721
641,2019-01-15,3553.06,1,2019-01-14,3587.0366666666705,3583.9228571428644
642,2019-01-14,3626.09,0,2019-01-14,3590.330000000004,3598.092857142864
643,2019-01-13,3476.81,6,2019-01-07,3551.9866666666708,3589.1685714285786
644,2019-01-12,3583.13,5,2019-01-07,3562.010000000004,3577.4300000000076
645,2019-01-11,3601.31,4,2019-01-07,3553.7500000000036,3578.350000000008
646,2019-01-10,3585.88,3,2019-01-07,3590.1066666666707,3574.017142857151
647,2019-01-09,3966.65,2,2019-01-07,3717.9466666666704,3627.561428571437
648,2019-01-08,3955.13,1,2019-01-07,3835.886666666671,3685.000000000008
649,2019-01-07,3975.45,0,2019-01-07,3965.743333333337,3734.9085714285798
650,2019-01-06,3987.6,6,2018-12-31,3972.7266666666706,3807.8785714285796
651,2019-01-05,3770.96,5,2018-12-31,3911.3366666666698,3834.7114285714365
652,2019-01-04,3792.01,4,2018-12-31,3850.1900000000037,3861.9542857142937
653,2019-01-03,3766.78,3,2018-12-31,3776.583333333337,3887.7971428571504
654,2019-01-02,3858.56,2,2018-12-31,3805.7833333333365,3872.3557142857217
655,2019-01-01,3797.14,1,2018-12-31,3807.493333333336,3849.7857142857215
656,2018-12-31,3702.9,0,2018-12-31,3786.2000000000025,3810.850000000007
657,2018-12-30,3801.91,6,2018-12-24,3767.3166666666693,3784.322857142865
658,2018-12-29,3695.32,5,2018-12-24,3733.3766666666693,3773.5171428571507
659,2018-12-28,3839.26,4,2018-12-24,3778.830000000003,3780.2671428571507
660,2018-12-27,3567.91,3,2018-12-24,3700.830000000003,3751.857142857151
661,2018-12-26,3777.74,2,2018-12-24,3728.3033333333365,3740.3114285714364
662,2018-12-25,3745.79,1,2018-12-24,3697.1466666666693,3732.9757142857225
663,2018-12-24,4008.01,0,2018-12-24,3843.8466666666695,3776.5628571428647
664,2018-12-23,3929.71,6,2018-12-17,3894.503333333336,3794.8200000000074
665,2018-12-22,3948.91,5,2018-12-17,3962.2100000000028,3831.0471428571504
666,2018-12-21,3838.66,4,2018-12-17,3905.7600000000025,3830.9614285714365
667,2018-12-20,4049.62,3,2018-12-17,3945.730000000003,3899.7771428571505
668,2018-12-19,3662.22,2,2018-12-17,3850.1666666666697,3883.274285714294
669,2018-12-18,3652.98,1,2018-12-17,3788.2733333333363,3870.015714285722
670,2018-12-17,3509.08,0,2018-12-17,3608.0933333333364,3798.7400000000075
671,2018-12-16,3228.67,6,2018-12-10,3463.57666666667,3698.5914285714357
672,2018-12-15,3211.72,5,2018-12-10,3316.4900000000034,3593.2785714285787
673,2018-12-14,3224.17,4,2018-12-10,3221.5200000000036,3505.4942857142933
674,2018-12-13,3302.06,3,2018-12-10,3245.9833333333368,3398.700000000008
675,2018-12-12,3445.0,2,2018-12-10,3323.743333333337,3367.668571428579
676,2018-12-11,3380.39,1,2018-12-10,3375.81666666667,3328.7271428571507
677,2018-12-10,3432.88,0,2018-12-10,3419.4233333333364,3317.8414285714366
678,2018-12-09,3545.37,6,2018-12-03,3452.8800000000033,3363.0842857142934
679,2018-12-08,3410.93,5,2018-12-03,3463.0600000000036,3391.5428571428647
680,2018-12-07,3403.55,4,2018-12-03,3453.2833333333365,3417.1685714285786
681,2018-12-06,3508.75,3,2018-12-03,3441.07666666667,3446.6957142857214
682,2018-12-05,3769.84,2,2018-12-03,3560.713333333337,3493.101428571436
683,2018-12-04,3951.64,1,2018-12-03,3743.4100000000035,3574.7085714285786
684,2018-12-03,3884.01,0,2018-12-03,3868.49666666667,3639.1557142857214
685,2018-12-02,4161.01,6,2018-11-26,3998.8866666666704,3727.104285714293
686,2018-12-01,4190.02,5,2018-11-26,4078.3466666666704,3838.4028571428644
687,2018-11-30,4041.32,4,2018-11-26,4130.783333333337,3929.5128571428645
688,2018-11-29,4295.84,3,2018-11-26,4175.72666666667,4041.954285714293
689,2018-11-28,4264.85,2,2018-11-26,4200.670000000003,4112.670000000007
690,2018-11-27,3875.21,1,2018-11-26,4145.300000000003,4101.751428571436
691,2018-11-26,3862.2,0,2018-11-26,4000.7533333333363,4098.635714285721
692,2018-11-25,4085.78,6,2018-11-19,3941.0633333333367,4087.888571428578
693,2018-11-24,3932.44,5,2018-11-19,3960.140000000003,4051.091428571435
694,2018-11-23,4420.61,4,2018-11-19,4146.276666666669,4105.275714285721
695,2018-11-22,4370.0,3,2018-11-19,4241.016666666669,4115.870000000006
696,2018-11-21,4661.07,2,2018-11-19,4483.893333333336,4172.472857142864
697,2018-11-20,4558.86,1,2018-11-19,4529.976666666669,4270.13714285715
698,2018-11-19,4910.03,0,2018-11-19,4709.9866666666685,4419.82714285715
699,2018-11-18,5662.0,6,2018-11-12,5043.630000000002,4645.001428571436
700,2018-11-17,5628.29,5,2018-11-12,5400.106666666669,4887.2657142857215
701,2018-11-16,5655.94,4,2018-11-12,5648.743333333336,5063.741428571436
702,2018-11-15,5753.4,3,2018-11-12,5679.210000000002,5261.370000000008
703,2018-11-14,5922.41,2,2018-11-12,5777.250000000001,5441.561428571437
704,2018-11-13,6457.66,1,2018-11-12,6044.490000000002,5712.818571428579
705,2018-11-12,6453.07,0,2018-11-12,6277.713333333336,5933.252857142865
706,2018-11-11,6449.81,6,2018-11-05,6453.513333333336,6045.79714285715
707,2018-11-10,6433.05,5,2018-11-05,6445.310000000002,6160.762857142865
708,2018-11-09,6419.99,4,2018-11-05,6434.283333333336,6269.912857142865
709,2018-11-08,6479.84,3,2018-11-05,6444.293333333335,6373.690000000008
710,2018-11-07,6578.46,2,2018-11-05,6492.763333333335,6467.411428571436
711,2018-11-06,6519.11,1,2018-11-05,6525.803333333334,6476.190000000007
712,2018-11-05,6468.99,0,2018-11-05,6522.186666666667,6478.464285714292
713,2018-11-04,6485.85,6,2018-10-29,6491.316666666668,6483.6128571428635
714,2018-11-03,6387.09,5,2018-10-29,6447.310000000001,6477.047142857149
715,2018-11-02,6433.98,4,2018-10-29,6435.640000000002,6479.04571428572
716,2018-11-01,6410.0,3,2018-10-29,6410.356666666669,6469.068571428577
717,2018-10-31,6371.93,2,2018-10-29,6405.303333333336,6439.564285714291
718,2018-10-30,6330.87,1,2018-10-29,6370.933333333335,6412.672857142863
719,2018-10-29,6344.5,0,2018-10-29,6349.100000000002,6394.888571428578
720,2018-10-28,6489.93,6,2018-10-22,6388.433333333335,6395.471428571435
721,2018-10-27,6505.6,5,2018-10-22,6446.67666666667,6412.401428571435
722,2018-10-26,6538.63,4,2018-10-22,6511.38666666667,6427.351428571434
723,2018-10-25,6528.09,3,2018-10-22,6524.10666666667,6444.2214285714335
724,2018-10-24,6565.5,2,2018-10-22,6544.073333333336,6471.874285714291
725,2018-10-23,6553.51,1,2018-10-22,6549.0333333333365,6503.680000000005
726,2018-10-22,6581.2,0,2018-10-22,6566.73666666667,6537.49428571429
727,2018-10-21,6590.11,6,2018-10-15,6574.940000000003,6551.805714285719
728,2018-10-20,6588.4,5,2018-10-15,6586.570000000002,6563.63428571429
729,2018-10-19,6528.88,4,2018-10-15,6569.130000000002,6562.241428571433
730,2018-10-18,6618.96,3,2018-10-15,6578.746666666669,6575.222857142861
731,2018-10-17,6740.89,2,2018-10-15,6629.576666666668,6600.278571428576
732,2018-10-16,6759.27,1,2018-10-15,6706.373333333334,6629.672857142861
733,2018-10-15,6752.5,0,2018-10-15,6750.886666666668,6654.14428571429
734,2018-10-14,6339.34,6,2018-10-08,6617.036666666668,6618.320000000005
735,2018-10-13,6332.93,5,2018-10-08,6474.923333333335,6581.82428571429
736,2018-10-12,6298.01,4,2018-10-08,6323.426666666669,6548.842857142862
737,2018-10-11,6252.68,3,2018-10-08,6294.540000000002,6496.517142857148
738,2018-10-10,6631.0,2,2018-10-08,6393.896666666668,6480.818571428577
739,2018-10-09,6656.61,1,2018-10-08,6513.430000000003,6466.152857142863
740,2018-10-08,6673.01,0,2018-10-08,6653.540000000004,6454.797142857148
741,2018-10-07,6615.26,6,2018-10-01,6648.293333333338,6494.214285714292
742,2018-10-06,6594.27,5,2018-10-01,6627.513333333337,6531.548571428578
743,2018-10-05,6635.65,4,2018-10-01,6615.060000000002,6579.782857142864
744,2018-10-04,6593.79,3,2018-10-01,6607.9033333333355,6628.512857142864
745,2018-10-03,6510.0,2,2018-10-01,6579.813333333335,6611.227142857149
746,2018-10-02,6525.79,1,2018-10-01,6543.193333333336,6592.5385714285785
747,2018-10-01,6611.61,0,2018-10-01,6549.133333333336,6583.767142857149
748,2018-09-30,6626.57,6,2018-09-24,6587.9900000000025,6585.382857142863
749,2018-09-29,6596.38,5,2018-09-24,6611.520000000003,6585.684285714291
750,2018-09-28,6634.58,4,2018-09-24,6619.176666666669,6585.531428571434
751,2018-09-27,6689.13,3,2018-09-24,6640.0300000000025,6599.151428571434
752,2018-09-26,6465.12,2,2018-09-24,6596.2766666666685,6592.740000000005
753,2018-09-25,6447.54,1,2018-09-24,6533.930000000003,6581.561428571434
754,2018-09-24,6581.39,0,2018-09-24,6498.016666666669,6577.2442857142905
755,2018-09-23,6708.0,6,2018-09-17,6578.976666666669,6588.877142857148
756,2018-09-22,6723.05,5,2018-09-17,6670.813333333335,6606.972857142863
757,2018-09-21,6759.02,4,2018-09-17,6730.023333333335,6624.750000000006
758,2018-09-20,6492.0,3,2018-09-17,6658.023333333335,6596.588571428578
759,2018-09-19,6391.89,2,2018-09-17,6547.636666666669,6586.127142857149
760,2018-09-18,6336.45,1,2018-09-17,6406.7800000000025,6570.257142857148
761,2018-09-17,6248.69,0,2018-09-17,6325.676666666669,6522.728571428577
762,2018-09-16,6505.0,6,2018-09-10,6363.380000000002,6493.728571428577
763,2018-09-15,6514.96,5,2018-09-10,6422.883333333335,6464.001428571434
764,2018-09-14,6476.63,4,2018-09-10,6498.8633333333355,6423.660000000005
765,2018-09-13,6487.38,3,2018-09-10,6492.9900000000025,6423.0000000000055
766,2018-09-12,6338.62,2,2018-09-10,6434.210000000003,6415.390000000006
767,2018-09-11,6294.91,1,2018-09-10,6373.636666666669,6409.455714285721
768,2018-09-10,6312.0,0,2018-09-10,6315.176666666669,6418.500000000006
769,2018-09-09,6250.81,6,2018-09-03,6285.9066666666695,6382.1871428571485
770,2018-09-08,6185.05,5,2018-09-03,6249.28666666667,6335.057142857149
771,2018-09-07,6395.54,4,2018-09-03,6277.133333333336,6323.472857142864
772,2018-09-06,6516.01,3,2018-09-03,6365.5333333333365,6327.562857142865
773,2018-09-05,6700.0,2,2018-09-03,6537.183333333337,6379.188571428579
774,2018-09-04,7359.06,1,2018-09-03,6858.35666666667,6531.210000000006
775,2018-09-03,7263.02,0,2018-09-03,7107.360000000003,6667.070000000007
776,2018-09-02,7302.01,6,2018-08-27,7308.030000000003,6817.241428571436
777,2018-09-01,7200.01,5,2018-08-27,7255.013333333337,6962.235714285722
778,2018-08-31,7011.21,4,2018-08-27,7171.0766666666705,7050.188571428579
779,2018-08-30,6984.84,3,2018-08-27,7065.353333333337,7117.164285714292
780,2018-08-29,7031.22,2,2018-08-27,7009.090000000004,7164.481428571436
781,2018-08-28,7076.11,1,2018-08-27,7030.723333333338,7124.060000000007
782,2018-08-27,6908.64,0,2018-08-27,7005.323333333337,7073.434285714293
783,2018-08-26,6700.0,6,2018-08-20,6894.916666666671,6987.432857142864
784,2018-08-25,6733.64,5,2018-08-20,6780.760000000003,6920.808571428578
785,2018-08-24,6681.64,4,2018-08-20,6705.093333333337,6873.727142857149
786,2018-08-23,6525.01,3,2018-08-20,6646.763333333336,6808.037142857151
787,2018-08-22,6360.89,2,2018-08-20,6522.513333333336,6712.275714285722
788,2018-08-21,6480.0,1,2018-08-20,6455.300000000003,6627.11714285715
789,2018-08-20,6254.84,0,2018-08-20,6365.2433333333365,6533.71714285715
790,2018-08-19,6477.53,6,2018-08-13,6404.123333333337,6501.935714285721
791,2018-08-18,6387.96,5,2018-08-13,6373.443333333336,6452.552857142864
792,2018-08-17,6584.49,4,2018-08-13,6483.326666666669,6438.674285714292
793,2018-08-16,6311.75,3,2018-08-13,6428.066666666669,6408.208571428578
794,2018-08-15,6267.16,2,2018-08-13,6387.800000000003,6394.818571428577
795,2018-08-14,6188.08,1,2018-08-13,6255.6633333333375,6353.11571428572
796,2018-08-13,6246.35,0,2018-08-13,6233.863333333337,6351.902857142863
797,2018-08-12,6308.33,6,2018-08-06,6247.586666666671,6327.731428571434
798,2018-08-11,6232.35,5,2018-08-06,6262.343333333338,6305.501428571434
799,2018-08-10,6144.01,4,2018-08-06,6228.230000000006,6242.57571428572
800,2018-08-09,6529.79,3,2018-08-06,6302.050000000006,6273.724285714292
801,2018-08-08,6285.0,2,2018-08-06,6319.600000000006,6276.272857142864
802,2018-08-07,6720.06,1,2018-08-06,6511.616666666673,6352.270000000006
803,2018-08-06,6934.82,0,2018-08-06,6646.626666666673,6450.622857142864
804,2018-08-05,7024.19,6,2018-07-30,6893.023333333339,6552.888571428578
805,2018-08-04,7009.84,5,2018-07-30,6989.616666666672,6663.958571428578
806,2018-08-03,7418.78,4,2018-07-30,7150.936666666672,6846.068571428577
807,2018-08-02,7525.71,3,2018-07-30,7318.110000000005,6988.342857142862
808,2018-08-01,7604.58,2,2018-07-30,7516.356666666673,7176.854285714291
809,2018-07-31,7730.93,1,2018-07-30,7620.406666666673,7321.264285714292
810,2018-07-30,8173.92,0,2018-07-30,7836.476666666674,7498.278571428577
811,2018-07-29,8211.0,6,2018-07-23,8038.616666666673,7667.822857142863
812,2018-07-28,8225.04,5,2018-07-23,8203.320000000007,7841.422857142862
813,2018-07-27,8188.57,4,2018-07-23,8208.20333333334,7951.392857142862
814,2018-07-26,7920.0,3,2018-07-23,8111.203333333341,8007.720000000006
815,2018-07-25,8175.64,2,2018-07-23,8094.736666666674,8089.300000000005
816,2018-07-24,8397.24,1,2018-07-23,8164.293333333339,8184.487142857148
817,2018-07-23,7721.01,0,2018-07-23,8097.96333333334,8119.785714285719
818,2018-07-22,7394.79,6,2018-07-16,7837.680000000008,8003.184285714291
819,2018-07-21,7398.78,5,2018-07-16,7504.860000000008,7885.147142857148
820,2018-07-20,7337.53,4,2018-07-16,7377.03333333334,7763.570000000005
821,2018-07-19,7466.21,3,2018-07-16,7400.8400000000065,7698.742857142862
822,2018-07-18,7381.9,2,2018-07-16,7395.21333333334,7585.351428571434
823,2018-07-17,7317.44,1,2018-07-16,7388.516666666674,7431.094285714292
824,2018-07-16,6723.35,0,2018-07-16,7140.896666666675,7288.571428571434
825,2018-07-15,6353.01,6,2018-07-09,6797.933333333342,7139.745714285719
826,2018-07-14,6251.99,5,2018-07-09,6442.783333333341,6975.918571428577
827,2018-07-13,6214.57,4,2018-07-09,6273.190000000007,6815.495714285719
828,2018-07-12,6250.57,3,2018-07-09,6239.043333333339,6641.832857142863
829,2018-07-11,6378.07,2,2018-07-09,6281.070000000007,6498.428571428577
830,2018-07-10,6296.91,1,2018-07-09,6308.516666666674,6352.638571428576
831,2018-07-09,6662.12,0,2018-07-09,6445.700000000007,6343.891428571434
832,2018-07-08,6712.1,6,2018-07-02,6557.043333333339,6395.190000000004
833,2018-07-07,6756.98,5,2018-07-02,6710.400000000006,6467.331428571432
834,2018-07-06,6609.78,4,2018-07-02,6692.953333333339,6523.790000000004
835,2018-07-05,6529.2,3,2018-07-02,6631.986666666674,6563.594285714289
836,2018-07-04,6586.98,2,2018-07-02,6575.320000000007,6593.438571428575
837,2018-07-03,6513.86,1,2018-07-02,6543.3466666666745,6624.431428571434
838,2018-07-02,6615.29,0,2018-07-02,6572.043333333341,6617.741428571433
839,2018-07-01,6356.81,6,2018-06-25,6495.320000000008,6566.985714285719
840,2018-06-30,6390.07,5,2018-06-25,6454.056666666675,6514.570000000005
841,2018-06-29,6197.92,4,2018-06-25,6314.933333333342,6455.732857142862
842,2018-06-28,5853.98,3,2018-06-25,6147.323333333341,6359.2728571428615
843,2018-06-27,6133.73,2,2018-06-25,6061.876666666674,6294.5228571428615
844,2018-06-26,6070.78,1,2018-06-25,6019.496666666673,6231.225714285719
845,2018-06-25,6252.0,0,2018-06-25,6152.170000000006,6179.327142857147
846,2018-06-24,6136.97,6,2018-06-18,6153.250000000007,6147.921428571433
847,2018-06-23,6149.98,5,2018-06-18,6179.650000000008,6113.622857142863
848,2018-06-22,6045.0,4,2018-06-18,6110.650000000008,6091.777142857149
849,2018-06-21,6718.84,3,2018-06-18,6304.606666666674,6215.3285714285785
850,2018-06-20,6761.51,2,2018-06-18,6508.450000000008,6305.011428571435
851,2018-06-19,6741.21,1,2018-06-18,6740.520000000008,6400.78714285715
852,2018-06-18,6712.46,0,2018-06-18,6738.393333333341,6466.5671428571495
853,2018-06-17,6449.61,6,2018-06-11,6634.426666666674,6511.230000000006
854,2018-06-16,6483.98,5,2018-06-11,6548.683333333341,6558.944285714292
855,2018-06-15,6388.9,4,2018-06-11,6440.830000000006,6608.0728571428635
856,2018-06-14,6635.98,3,2018-06-11,6502.953333333339,6596.235714285722
857,2018-06-13,6292.78,2,2018-06-11,6439.220000000006,6529.274285714293
858,2018-06-12,6530.0,1,2018-06-11,6486.253333333339,6499.1014285714355
859,2018-06-11,6872.0,0,2018-06-11,6564.926666666673,6521.892857142864
860,2018-06-10,6764.99,6,2018-06-04,6722.330000000006,6566.94714285715
861,2018-06-09,7491.73,5,2018-06-04,7042.906666666673,6710.911428571436
862,2018-06-08,7603.44,4,2018-06-04,7286.720000000006,6884.41714285715
863,2018-06-07,7691.08,3,2018-06-04,7595.416666666674,7035.145714285721
864,2018-06-06,7658.84,2,2018-06-04,7651.120000000007,7230.297142857149
865,2018-06-05,7625.0,1,2018-06-04,7658.306666666675,7386.725714285721
866,2018-06-04,7487.0,0,2018-06-04,7590.280000000009,7474.582857142864
867,2018-06-03,7714.26,6,2018-05-28,7608.753333333342,7610.192857142864
868,2018-06-02,7640.03,5,2018-05-28,7613.763333333342,7631.378571428579
869,2018-06-01,7521.01,4,2018-05-28,7625.100000000009,7619.602857142864
870,2018-05-31,7485.01,3,2018-05-28,7548.683333333342,7590.164285714293
871,2018-05-30,7375.96,2,2018-05-28,7460.660000000008,7549.752857142864
872,2018-05-29,7461.29,1,2018-05-28,7440.753333333341,7526.365714285721
873,2018-05-28,7099.0,0,2018-05-28,7312.08333333334,7470.937142857149
874,2018-05-27,7338.99,6,2018-05-21,7299.760000000007,7417.327142857149
875,2018-05-26,7333.96,5,2018-05-21,7257.316666666673,7373.602857142863
876,2018-05-25,7457.0,4,2018-05-21,7376.650000000006,7364.458571428578
877,2018-05-24,7575.01,3,2018-05-21,7455.323333333341,7377.315714285721
878,2018-05-23,7501.95,2,2018-05-21,7511.320000000008,7395.314285714291
879,2018-05-22,7977.11,1,2018-05-21,7684.690000000009,7469.002857142863
880,2018-05-21,8381.24,0,2018-05-21,7953.433333333342,7652.180000000006
881,2018-05-20,8526.98,6,2018-05-14,8295.110000000008,7821.892857142862
882,2018-05-19,8233.49,5,2018-05-14,8380.570000000007,7950.397142857148
883,2018-05-18,8239.81,4,2018-05-14,8333.426666666674,8062.227142857148
884,2018-05-17,8041.46,3,2018-05-14,8171.586666666673,8128.862857142862
885,2018-05-16,8330.0,2,2018-05-14,8203.756666666675,8247.155714285718
886,2018-05-15,8462.0,1,2018-05-14,8277.820000000009,8316.425714285719
887,2018-05-14,8663.34,0,2018-05-14,8485.113333333344,8356.725714285718
888,2018-05-13,8679.71,6,2018-05-07,8601.683333333343,8378.54428571429
889,2018-05-12,8465.94,5,2018-05-07,8602.996666666679,8411.751428571433
890,2018-05-11,8400.0,4,2018-05-07,8515.216666666678,8434.63571428572
891,2018-05-10,9002.2,3,2018-05-07,8622.713333333346,8571.884285714292
892,2018-05-09,9310.0,2,2018-05-07,8904.066666666678,8711.88428571429
893,2018-05-08,9187.56,1,2018-05-07,9166.586666666677,8815.53571428572
894,2018-05-07,9365.0,0,2018-05-07,9287.52000000001,8915.772857142862
895,2018-05-06,9659.01,6,2018-04-30,9403.856666666676,9055.672857142861
896,2018-05-05,9864.0,5,2018-04-30,9629.336666666677,9255.395714285716
897,2018-05-04,9713.99,4,2018-04-30,9745.666666666677,9443.108571428575
898,2018-05-03,9750.0,3,2018-04-30,9775.996666666675,9549.937142857147
899,2018-05-02,9247.84,2,2018-04-30,9570.61000000001,9541.057142857146
900,2018-05-01,9071.48,1,2018-04-30,9356.44000000001,9524.474285714288
901,2018-04-30,9246.01,0,2018-04-30,9188.443333333344,9507.475714285716
902,2018-04-29,9419.0,6,2018-04-23,9245.496666666677,9473.188571428575
903,2018-04-28,9348.0,5,2018-04-23,9337.670000000011,9399.474285714288
904,2018-04-27,8915.35,4,2018-04-23,9227.450000000012,9285.382857142862
905,2018-04-26,9266.0,3,2018-04-23,9176.450000000012,9216.240000000003
906,2018-04-25,8869.99,2,2018-04-23,9017.113333333344,9162.261428571433
907,2018-04-24,9619.99,1,2018-04-23,9251.993333333345,9240.620000000006
908,2018-04-23,8934.01,0,2018-04-23,9141.33000000001,9196.048571428577
909,2018-04-22,8787.02,6,2018-04-16,9113.673333333347,9105.765714285719
910,2018-04-21,8915.31,5,2018-04-16,8878.780000000013,9043.952857142862
911,2018-04-20,8856.98,4,2018-04-16,8853.103333333345,9035.61428571429
912,2018-04-19,8278.0,3,2018-04-16,8683.430000000011,8894.47142857143
913,2018-04-18,8173.0,2,2018-04-16,8435.993333333347,8794.901428571431
914,2018-04-17,7885.02,1,2018-04-16,8112.006666666682,8547.048571428573
915,2018-04-16,8064.92,0,2018-04-16,8040.980000000015,8422.89285714286
916,2018-04-15,8355.0,6,2018-04-09,8101.646666666682,8361.175714285719
917,2018-04-14,7999.01,5,2018-04-09,8139.643333333349,8230.275714285717
918,2018-04-13,7877.41,4,2018-04-09,8077.140000000017,8090.337142857147
919,2018-04-12,7923.0,3,2018-04-09,7933.140000000017,8039.622857142861
920,2018-04-11,6953.79,2,2018-04-09,7584.733333333349,7865.450000000004
921,2018-04-10,6843.9,1,2018-04-09,7240.230000000017,7716.718571428575
922,2018-04-09,6782.72,0,2018-04-09,6860.136666666684,7533.547142857147
923,2018-04-08,7018.0,6,2018-04-02,6881.540000000016,7342.547142857147
924,2018-04-07,6895.8,5,2018-04-02,6898.840000000016,7184.945714285719
925,2018-04-06,6601.39,4,2018-04-02,6838.396666666682,7002.657142857148
926,2018-04-05,6770.76,3,2018-04-02,6755.983333333349,6838.0514285714335
927,2018-04-04,6796.1,2,2018-04-02,6722.7500000000155,6815.52428571429
928,2018-04-03,7405.21,1,2018-04-02,6990.690000000016,6895.711428571433
929,2018-04-02,7056.0,0,2018-04-02,7085.770000000016,6934.751428571433
930,2018-04-01,6813.01,6,2018-03-26,7091.406666666684,6905.467142857147
931,2018-03-31,6923.91,5,2018-03-26,6930.973333333351,6909.482857142862
932,2018-03-30,6840.23,4,2018-03-26,6859.0500000000175,6943.6028571428615
933,2018-03-29,7090.14,3,2018-03-26,6951.426666666684,6989.228571428575
934,2018-03-28,7949.3,2,2018-03-26,7293.22333333335,7153.9714285714335
935,2018-03-27,7795.51,1,2018-03-26,7611.650000000017,7209.728571428576
936,2018-03-26,8134.23,0,2018-03-26,7959.680000000018,7363.761428571433
937,2018-03-25,8470.15,6,2018-03-19,8133.296666666684,7600.495714285718
938,2018-03-24,8546.86,5,2018-03-19,8383.746666666686,7832.345714285718
939,2018-03-23,8898.03,4,2018-03-19,8638.346666666685,8126.317142857147
940,2018-03-22,8722.9,3,2018-03-19,8722.596666666685,8359.568571428576
941,2018-03-21,8885.0,2,2018-03-19,8835.310000000018,8493.240000000003
942,2018-03-20,8909.98,1,2018-03-19,8839.29333333335,8652.450000000003
943,2018-03-19,8600.0,0,2018-03-19,8798.326666666682,8718.988571428576
944,2018-03-18,8189.99,6,2018-03-12,8566.656666666682,8678.96571428572
945,2018-03-17,7824.8,5,2018-03-12,8204.930000000017,8575.81428571429
946,2018-03-16,8260.0,4,2018-03-12,8091.596666666684,8484.667142857146
947,2018-03-15,8240.98,3,2018-03-12,8108.59333333335,8415.821428571431
948,2018-03-14,8170.0,2,2018-03-12,8223.660000000016,8313.678571428576
949,2018-03-13,9150.0,1,2018-03-12,8520.326666666684,8347.967142857147
950,2018-03-12,9131.34,0,2018-03-12,8817.113333333351,8423.872857142862
951,2018-03-11,9533.57,6,2018-03-05,9271.636666666682,8615.81285714286
952,2018-03-10,8770.22,5,2018-03-05,9145.04333333335,8750.87285714286
953,2018-03-09,9227.0,4,2018-03-05,9176.930000000017,8889.015714285717
954,2018-03-08,9271.64,3,2018-03-05,9089.620000000017,9036.25285714286
955,2018-03-07,9910.0,2,2018-03-05,9469.546666666683,9284.824285714289
956,2018-03-06,10716.48,1,2018-03-05,9966.040000000017,9508.607142857145
